-0:12	とみさたん	
2:09:08	karen火蓮	狩人誰だったんだろう
2:09:08	シメ	アンジュの勘違いが招いた狼の終わり
2:09:08	右目ウニキ	村人の感が強すぎる
2:09:08	飛彩	2日目で破綻しかけてたからなあｗ
2:09:08	Matthew T	周波数ゲーミング
2:09:08	えい	狩人は？
2:09:09	さぬき	いやフェアリスなんも考えてなくね
2:09:09	みや	かなかなにとって住みにくい村なのかもしれん
2:09:09	REO	2連続で初回狼吊られてるね
2:09:09	スラ	初手狼つられるの多いなｗ
2:09:09	佐十星飛	初日黒吊りはつらいなぁｗ
2:09:09	アジサイ魔王軍	喋ってたんだけどなぁ
2:09:09	アソコガカユイ	これはきつかったな
2:09:09	コマリマユ	結局だれがだれ？
2:09:10	海鷂魚マンタ	草
2:09:10	へでら	初手がきつかったな
2:09:10	ぽぽ	巴さんよかったね
2:09:10	心穏やか	ぐちゃぐちゃになったね
2:09:10	kamde	かなかな破錠してたもんなぁ
2:09:10	トベヒロ	もうめちゃくちゃだよ！
2:09:10	くれあ・あるしぇふぃーるどClaire Alsheffield	この村村人つええww
2:09:10	ひや麦そうめん	村人くっそ強くて草
2:09:11	パンポン	狩人はだれ？
2:09:13	赤涙	ちなみに狩人は
2:09:14	Meguru	Oh
2:09:15	sこいし	初日吊りはきつい
2:09:15	三津ふらま	引っ掻き回したね
2:09:16	あかるる	奇しくも一回目と同じ流れだったなｗ
2:09:16	ふくろ	面白い！
2:09:16	カレーキーマ	白雪さんナイス
2:09:16	ほのちぃ。	役職気になる
2:09:16	サバンナ砂漠	仕方ないね
2:09:16	りなおは圧倒的猫派	最初のふぇありすうまかったけどなあ
2:09:17	人	そこなんよね
2:09:17	DKYM	狂人はつらいな
2:09:17	たれぐま,	滅茶苦茶でも説得するのは大事
2:09:17	かぷ	草
2:09:17	おしゃけ	これは狼側難しい
2:09:18	めんとす	狩だれだ？
2:09:18	Yulu lulu	こればかりはしゃーないよなぁ
2:09:19	トメト	狂人としては頑張ったんだな
2:09:19	けちゃ	2戦とも初日で人狼吊れてるの草
2:09:19	luna	狩人だれやろ？
2:09:19	noname	役職表示してほしい
2:09:20	しょご	初日で実質
2:09:20	kai 10	グウェル仕切ってくれー
2:09:21	鉄の塊	狂人は難しいよなぁ
2:09:21	すこぼん	偶然にも巴さん最初の時点でめっちゃ見えてるやんｗｗ
2:09:21	パルパル	巴が狩人かな？
2:09:21	ぽぽんち	しゃあない
2:09:21	うまいミント	役職配分どうたったの？
2:09:21	庶汰	狼初手きついわな
2:09:22	mike ワゾン	狩人誰やったんだ
2:09:23	ほのか	確かに狩人だれ？
2:09:23	くるくも	役職は？？
2:09:23	haru	原神行こう
2:09:23	Tobahide	狂人味方殺し勝ち
2:09:23	ガリレオ	それはしゃあない
2:09:23	パピコ	狂人はむずい
2:09:23	さいらす	初手の葛葉指定がきつかったか
2:09:23	ひつまぶし	人狼は狂人が華
2:09:25	てぃがう	占い位置が外しまくり、運が無い
2:09:25	いぶきち	狂人難しいだろうな
2:09:26	もこだんちょ	初日狼吊りはどうしようもないし、そう考えるとやっぱさっきのしぃしぃ強すぎる
2:09:27	名無しの権兵衛	クロノワ狼みたいねぇ
2:09:27	unknown【アンノウン】	草
2:09:27	うどんこねっと	破綻覚悟でぐちゃぐちゃにするしかなかった
2:09:27	あおすけ。	全員の役職公開お願いしまーす
2:09:27	KOU FURU	狩人は誰？
2:09:28	しんと	そこがわかったらだいぶ展開変わってるね
2:09:28	Tensui	天開に黒出し霊能騙りで自分の首絞めてたよな
2:09:28	太郎丸京子	初日寡黙狼は村目ないもんな
2:09:28	黄昏ロナウド	人狼おもろいわー
2:09:28	tatsu/りんごん	狩人だれでしょう？
2:09:29	gumrice	さいしょ投票は運だからしゃーない
2:09:29	k6nobi	狂人が一番楽しいからね
2:09:29	ゆうすずみ	狂人は難しい
2:09:29	あたるん!	狩人は誰？
2:09:29	梅蜥蜴	そこむずいねｗ
2:09:29	amukatJPN	最初はしゃーない
2:09:30	!紅娘	詰みRTAは草
2:09:30	マンジカブラ	狂人はとりあえず占い対抗出ておけばOK
2:09:30	haine	ささに誘導したの黒かったがわざとか
2:09:30	湿ったチワワァ	狂人はやる事多い
2:09:30	シマシマ	初手で崩壊してたのかw
2:09:30	すぃー	狂人が狂人してるｗ
2:09:30	ななお	狂人、狼ころしがち
2:09:30	ただのからす	狩人誰だったん？
2:09:31	さんび	言うて寡黙吊り安定
2:09:31	AC	狂人ムズイけど一番楽しいよなぁ
2:09:31	Ronginusu	草
2:09:31	松竹梅	狩人だれか気になる！
2:09:31	K kai	強い二人だったけどまず運がなかったのか
2:09:31	エマノン	グレーの精度が高いんだよな
2:09:33	ks Cessna	狂人がめっちゃ人狼釣ってしまうバグ
2:09:33	Cedar_シダー	それはどんまいだなぁ
2:09:34	蛟	狩人誰だったんだろ
2:09:35	レッドライド	ささやく狂人にする？
2:09:35	J.R. L	狂人は誰?
2:09:35	リューイ.	狩人だれ？
2:09:35	ペロキャン	フェアリスの頑張り
2:09:35	sut	一回めも2回目もおなじ流れだったんだなw
2:09:36	眠眠惰眠	占い白出しはきついｗ
2:09:36	オクラトラ	狂人が狼吊りまくってて草
2:09:36	Michael Mika	確かに狩人だれだ？
2:09:36	shi Ki	これは事故ったのか。
2:09:36	仁和寺の坊主	ふぇありすが二連続で戦犯になるの草
2:09:36	yasu kazu	役職公開してほしい
2:09:36	ヒサクイ	草
2:09:37	ななし	かなつかふぇあ狼 しぃしぃ霊媒 葛葉占い師かな？
2:09:37	幸子EX	まぁ最初はしゃーない
2:09:37	sa fu	役職は？
2:09:37	sillicon	草
2:09:38	水素水ズ2nd	初日絶対狼吊る村やん
2:09:38	NIR RM	役職公開は
2:09:38	ぬこ	草
2:09:38	ツツツババササ	草
2:09:38	Kotori Usagi	ばぐるｗ
2:09:38	餡ころ餅ゆっくりーむ	草
2:09:38	くらりす	それはそうｗ
2:09:38	Re	狩りはアンゲ？？
2:09:38	まんぷく	草
2:09:39	コメで笑ったら登録しておくれ	狂が1番むずいよ
2:09:39	りむる	草
2:09:40	チキケミ	バグるしかねぇ！
2:09:40	みあchan.	草
2:09:41	うた	草
2:09:41	おおおおおお	草
2:09:41	へっそむ	そうだよなあ
2:09:41	えんがわ3 ・w・	バグるしかねぇ
2:09:42	モキシワタ	草
2:09:42	ひ	バグった
2:09:42	さざなみ	草
2:09:42	レディ	草
2:09:43	のいまのいっとのいのいず。	バグるしかない‪w
2:09:43	ホットケーキ	草
2:09:43	トルル	パン屋だれ？？
2:09:43	bladeoff	それは仕方がない
2:09:43	あきカレー	バグったね
2:09:43	アソコガカユイ	草
2:09:44	髙野ぐるり	草
2:09:44	飛龍	バグるしかねぇ
2:09:44	&Ryu	まさに狂人
2:09:44	Wa	おれ狂人やろうか？
2:09:44	たなか たかし	意図的なバグ
2:09:45	中々	二回とも初日人狼釣りで笑う
2:09:45	河原	役職並べてほしい
2:09:45	むみぃ	狩人は巴さんでは？
2:09:47	えい	ふぇありすの破綻よかった
2:09:47	にゃり	かなえは白って言うしかなかった
2:09:48	よぉしぃ	草
2:09:48	イカちゃん。	ゆうくん！？
2:09:48	イベリ子豚	草
2:09:49	りんガガー	草
2:09:49	ヒヨス	草
2:09:49	てんてき	フェアリスは頑張ったわマジｗ
2:09:49	ゑ奈	草
2:09:50	ぽっぽちーん	わかった上だったのねw
2:09:50	しましま	草
2:09:50	Riii	てんかいさん確黒になったから破綻確定したのは仕方ない
2:09:50	Z gremlin	バグるしかねぇw
2:09:50	Rabbit Room	故意的にバグってたんダァ
2:09:50	_ actor	2戦とも狂人結果的にムズかったな
2:09:50	ぷーたろう	負け確なっちゃうからね
2:09:50	何にでも修正しようとするカミーユ・ビダン	かるーどだれ？
2:09:50	ボーンフリー号	不届いてた
2:09:51	伊豆半島	草
2:09:51	荒耶志貴	草
2:09:51	じゃこ	むしろ占い黒出た方が良さそうやね
2:09:52	みさんこ	草
2:09:52	田中太郎	それはそう
2:09:52	らごり	リア狂
2:09:52	ユーヒ	草
2:09:53	sijimi dayo	草
2:09:53	hawk 3795	おお
2:09:53	N i	まあそうだよな
2:09:53	ひさゆHisayu	草
2:09:53	朱鷺老師	フェアリスさんの狂人は上手かったと思う
2:09:53	たわし。	叶プレミか
2:09:53	kira kira	バグりすぎなのに、流されかけてた村多かったぞ
2:09:53	ももとせ	しゃしゃ！
2:09:54	mol	ささ狂じゃないの辛いね
2:09:54	むくぴく	せめて白って言えば良かったか。？
2:09:55	まめまめ餅	笹木やったんか
2:09:55	ごりん	仕方なかったよね
2:09:55	GNOME【ノーム】	おおー
2:09:55	キツネ南	今回はふわっち
2:09:56	ぬーぶ	お前かｗ
2:09:56	明日invader	かなえが黒出す必要なかったね
2:09:56	布団Lipton	え？
2:09:57	ユウハーツ	もっかい
2:09:57	エスピ	バグるしかねぇ！
2:09:57	みんじゅ	も一回やってほしいいい
2:09:57	tはるか	バグ
2:09:57	ユウCHAN	あれ演技かｗ
2:09:57	にゃん	いや笹木出ろよ笑
2:09:58	Schwarz Clive	え？
2:09:58	たれぐま,	世界をバグらせればワンチャンあるからね
2:09:58	tomozo	草
2:09:58	ましゅ	笹木やったんか
2:09:59	みや	草
2:09:59	高杉さん	お前狩人ぉ！？
2:09:59	kamde	草
2:10:00	コキュートス'	狂ムーブだったのか
2:10:00	OPT	PON!!
2:10:00	kwai dan	笹木ィ！
2:10:01	榎だよ	草」
2:10:01	だんポン	草
2:10:01	Rei_ S2	草
2:10:01	雛河あし	それで押し通したのすごいわｗ
2:10:02	バルサン	草
2:10:02	優香・w・	あぶな！
2:10:03	タニシOORer	草
2:10:04	pine s.	バグった人
2:10:04	しきや。	草
2:10:04	1 2	草
2:10:04	ハルン.	草
2:10:04	しろ	草
2:10:05	ガリレオ	草
2:10:05	山那	草
2:10:05	としたろ	草
2:10:06	しろくま	草
2:10:06	爺花【じいか】	草
2:10:06	えのぐ玉	草
2:10:06	けんばく	草
2:10:07	牛乳	草
2:10:07	さんずい	草
2:10:07	フルカネルリ	草
2:10:07	おいど。	草
2:10:07	れおじー	草
2:10:08	SAN 5	草
2:10:08	Gale ria	草
2:10:08	リクヤ	笹木…？
2:10:08	よもぎ	草
2:10:08	ダース	ささ狂じゃないからなぁ
2:10:09	monyamon	草
2:10:09	帝あるま	笹木だったんか
2:10:09	サーモンマグロ	結局どうなったの？
2:10:10	かさはら	狩人生きてたのか
2:10:10	とろろろん	草
2:10:10	ズミ	草
2:10:11	木魂[こだま]	草
2:10:11	ただの小エビです	草
2:10:12	やきへび	えぇ。。。
2:10:12	無糖	草
2:10:12	haidtf	この人数で初日対抗白だしがプレミだと思う
2:10:13	haine	草
2:10:13	えぬ	草
2:10:13	Sia	草
2:10:13	伊吹疾風	草
2:10:13	reva renya	草
2:10:14	みーあ	草
2:10:14	cher A	草
2:10:15	G A	かなかなは霊能で黒出したらあかんかった
2:10:16	梅	草
2:10:16	らい	守り先が悪いｗ
2:10:16	中川細杉	役職公開してもらった方がドキドキするね
2:10:16	edy on	安眠してたｗｗ
2:10:16	かずや	草
2:10:17	アソコガカユイ	草
2:10:17	すけ	草
2:10:18	ニシナ	草
2:10:18	サブロー	草
2:10:18	K9 M	草！
2:10:18	赤すじバスラオ	草
2:10:20	orangeオレンジ	草
2:10:21	黒蜜きな粉	草
2:10:22	full moon	草
2:10:22	しろやま	正直1日目の時点ではふぇありすのが怪しかったｗ
2:10:23	松吉	かなかな的には黒確認にしてしまったのが痛かったなぁ
2:10:23	ベルジュ	草
2:10:23	がちゃーん	グウェル入り辛そうｗ
2:10:23	にこまり	草
2:10:25	みみちゃまん	草
2:10:25	たわし。	吸血鬼夜無敵やろ？
2:10:26	Foenix GG	ある種フェアリスの方がギャンブルしてたねｗ
2:10:26	S T	笹木はあほやよー
2:10:26	グランツ	草
2:10:26	f S	この回は運つよつよ
2:10:26	みう	草
2:10:27	折紙	狩人が隠れてたｗ
2:10:27	ハッシー	ナイファイ
2:10:27	充希	狂人村じゃん
2:10:28	no body	苦しいなぁ
2:10:28	DKYM	なるほどね
2:10:28	Schwarz Clive	葛葉よく生きてたねｗ
2:10:29	しましま	そういう噛み先だったのかｗ
2:10:29	飼い主	やっぱり、狂人で対抗白はリスキー
2:10:29	さくめる	確かにねー
2:10:29	達磨daruma	衝動的犯行で草
2:10:30	ki- kun	叶が白だしがしたところでロラは変わらないから意味ない
2:10:30	ハイスピードベノムゴッドスピードユー	不破の謎の固さなんだったの
2:10:30	えっくすメン!	ささやく欲しいな
2:10:31	2000tatunari	もうやるしかねえ・・・！！
2:10:31	鶏頭	ホントの狂人がみつかったやよ
2:10:31	マルタナカ	最初で苦しすぎたな
2:10:31	シマシマ	草
2:10:31	西の秀吉	この狩人寝てるやん・・・
2:10:32	しもんりゅう	ささきやべーな
2:10:32	荒耶志貴	草
2:10:33	shika	吉良吉影かよｗ
2:10:33	Tobahide	いろいろと苦しかったな
2:10:33	しゅがー	笹木もっと詳しくなったらおもろくなるね
2:10:33	たれぐま,	シンプルに利敵の排除もめずらしいｗ
2:10:34	風魔	葛葉スヤスヤでワロタ
2:10:34	。粋	がんばったな
2:10:34	春原太樹	運が悪すぎたな
2:10:34	もつゆき	サイコパスの正しいありかたｗ
2:10:34	ニコフ	ありがちな殺人鬼
2:10:35	シメ	スヤスヤ葛葉
2:10:35	DonKiti5121	笹木ｗ
2:10:35	おさーる	草
2:10:35	いつの間にかFCLになっていた男	おいおいｗ
2:10:35	オトスケ	なるほどなぁ
2:10:36	薙堂哿蓮〈Nadou Karen〉	人狼側苦しかったなぁ
2:10:36	アりむ	運悪かったねー
2:10:37	ひな	一人ぼっち草
2:10:37	kamde	草
2:10:37	明日から頑張る	ヤるしかねえ・・
2:10:37	えげつない行為	最初から叶怪しかったし
2:10:37	しきや。	よく葛葉生き残ってたなw
2:10:37	MK KOMi	霊能が椎名の時点で無理だった
2:10:38	ぷらと	普通に狂人はグレーに白だしとくほうがいいよ
2:10:39	hnitori	初日がすべてを決めてしまった感
2:10:39	-あいりす-虹彩	運も悪かったねえ
2:10:40	ろーさん	ンジュやるやん・・・
2:10:40	taroh tanaka	苦しかったな
2:10:40	unknown【アンノウン】	草
2:10:40	えんがわ3 ・w・	葛葉強かった
2:10:41	ライオン	草
2:10:41	t	苦しかったな
2:10:42	mudkip	苦しい戦いすぎたｗ
2:10:42	むにむにまんじゅうちゃんねるむにむに	黒確がよわかった
2:10:42	寝垢	同票何回で引き分け？
2:10:43	葛原かるま	あの会話でなんでフェアリスになってるんだｗ
2:10:43	basico koba	つよつよ人狼
2:10:43	ヒナヒナ	必死だなーｗ
2:10:43	nomo_	最初から厳しかったか
2:10:44	DKYM	葛葉すっごい白かった
2:10:44	深守	狩人笹木 狂人ふぇありす 占い葛葉 人狼叶と天開司 かな？
2:10:45	あかひな	不死のホストやんけぇ
2:10:45	いのうえ	かなかな白で出ればもうちょいあった
2:10:45	羽琉_uru	草
2:10:45	優香・w・	葛葉ないすだったね！
2:10:45	眠眠惰眠	グウェルｗｗ
2:10:45	ナンなん?	霊能で白出せばあったな知らんけど
2:10:45	ぎゅーにゅー	正論だったね
2:10:46	B取る	葛葉上手かった
2:10:46	猫だいふく	でも葛葉ナイスだった
